order_id,sale_date,delivery_date,delivery_status,product,customer_feedback,sales_region,quantity,sales_amount_cny,月份,货品交货状况,销售区域,货品,delivery_days,is_on_time,data_quality_flag
P210191,2016-08-31,2016-10-31,按时交货,货品2,质量合格,华东,1.0,233.86,8,按时交货,华东,货品2,61,True,正常
P210746,2016-07-15,2016-10-15,按时交货,货品2,拒货,华东,5.0,76.95,7,按时交货,华东,货品2,92,True,正常
P210782,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,200.0,47.72,8,按时交货,马来西亚,货品6,92,True,正常
P210793,2016-11-15,2017-2-15,按时交货,货品2,质量合格,华东,4.0,1119.84,11,按时交货,华东,货品2,92,True,正常
P210795,2016-08-31,2016-10-31,按时交货,货品5,质量合格,泰国,4.0,128.25,8,按时交货,泰国,货品5,61,True,正常
P210854,2016-08-31,2016-10-31,晚交货,货品4,返修,西北,2.0,404.51,8,晚交货,西北,货品4,61,False,正常
P210854,2016-08-31,2016-10-31,晚交货,货品4,返修,西北,2.0,404.51,8,晚交货,西北,货品4,61,False,正常
P210856,2016-08-31,2016-10-31,按时交货,货品5,质量合格,泰国,1.0,67.97,8,按时交货,泰国,货品5,61,True,正常
P210856,2016-08-31,2016-10-31,按时交货,货品5,质量合格,泰国,1.0,67.97,8,按时交货,泰国,货品5,61,True,正常
P210870,2016-08-31,2016-10-31,按时交货,货品5,质量合格,泰国,500.0,222.22,8,按时交货,泰国,货品5,61,True,正常
P210882,2016-08-31,2016-10-31,晚交货,货品4,返修,西北,400.0,533.52,8,晚交货,西北,货品4,61,False,正常
P210882,2016-08-31,2016-10-31,晚交货,货品4,返修,西北,100.0,17.95,8,晚交货,西北,货品4,61,False,正常
P210915,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,20.0,61.56,8,按时交货,马来西亚,货品6,61,True,正常
P210922,2016-07-11,2016-10-11,按时交货,货品6,质量合格,马来西亚,1.0,12.45,7,按时交货,马来西亚,货品6,92,True,正常
P210959,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,7.0,90.03,7,按时交货,马来西亚,货品6,92,True,正常
P210993,2016-08-31,2016-10-31,晚交货,货品4,返修,西北,150.0,52.71,8,晚交货,西北,货品4,61,False,正常
P210993,2016-08-31,2016-10-31,晚交货,货品4,返修,西北,500.0,373.17,8,晚交货,西北,货品4,61,False,正常
P211477,2016-07-15,2016-10-15,按时交货,货品2,质量合格,华东,1.0,335.64,7,按时交货,华东,货品2,92,True,正常
P211477,2016-07-15,2016-10-15,按时交货,货品2,质量合格,华东,1.0,322.18,7,按时交货,华东,货品2,92,True,正常
P211539,2016-08-20,2016-11-20,按时交货,货品3,质量合格,华北,848.0,803.4,8,按时交货,华北,货品3,92,True,正常
P211539,2016-08-20,2016-11-20,按时交货,货品3,质量合格,华北,2.0,21.18,8,按时交货,华北,货品3,92,True,正常
P211662,2016-08-30,2016-10-30,按时交货,货品5,质量合格,泰国,1.0,293.71,8,按时交货,泰国,货品5,61,True,正常
P211679,2016-10-01,2016-11-30,按时交货,货品3,质量合格,华北,1.0,263.75,10,按时交货,华北,货品3,60,True,正常
P211679,2016-10-01,2016-11-30,按时交货,货品3,质量合格,华北,1.0,263.75,10,按时交货,华北,货品3,60,True,正常
P212306,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,1.0,29.4,10,按时交货,马来西亚,货品6,60,True,正常
P212306,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,1.0,12.78,10,按时交货,马来西亚,货品6,60,True,正常
P212315,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,1.0,6.92,10,按时交货,马来西亚,货品6,60,True,正常
P212315,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,1.0,6.92,10,按时交货,马来西亚,货品6,60,True,正常
P212349,2016-08-31,2016-10-31,按时交货,货品5,返修,泰国,1.0,105.79,8,按时交货,泰国,货品5,61,True,正常
P212360,2016-07-20,2016-10-20,晚交货,货品2,质量合格,华东,1.0,159.77,7,晚交货,华东,货品2,92,False,正常
P212380,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,1.0,28.86,8,按时交货,马来西亚,货品6,61,True,正常
P212380,2016-08-31,2016-10-31,按时交货,货品6,拒货,马来西亚,1.0,28.86,8,按时交货,马来西亚,货品6,61,True,正常
P212382,2016-10-25,2016-12-25,按时交货,货品3,质量合格,华北,12.0,453.22,10,按时交货,华北,货品3,61,True,正常
P212382,2016-10-25,2016-12-25,按时交货,货品3,质量合格,华北,12.0,204.91,10,按时交货,华北,货品3,61,True,正常
P212400,2016-08-29,2016-10-29,按时交货,货品6,质量合格,马来西亚,1.0,31.95,8,按时交货,马来西亚,货品6,61,True,正常
P212400,2016-08-29,2016-10-29,按时交货,货品6,质量合格,马来西亚,1.0,3.32,8,按时交货,马来西亚,货品6,61,True,正常
P212422,2016-08-31,2016-10-31,按时交货,货品5,拒货,泰国,5.0,30.91,8,按时交货,泰国,货品5,61,True,正常
P212422,2016-08-31,2016-10-31,按时交货,货品5,拒货,泰国,10.0,64.15,8,按时交货,泰国,货品5,61,True,正常
P212486,2016-08-29,2016-10-29,按时交货,货品3,质量合格,华北,1.0,19.81,8,按时交货,华北,货品3,61,True,正常
P212493,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,1.0,24.13,8,按时交货,马来西亚,货品6,61,True,正常
P212505,2016-08-29,2016-10-29,按时交货,货品3,质量合格,华北,12.0,7.9,8,按时交货,华北,货品3,61,True,正常
P212539,2016-09-15,2016-12-15,按时交货,货品6,拒货,马来西亚,2.0,12.53,9,按时交货,马来西亚,货品6,91,True,正常
P212539,2016-09-15,2016-12-15,按时交货,货品6,拒货,马来西亚,2.0,51.64,9,按时交货,马来西亚,货品6,91,True,正常
P212589,2016-07-20,2016-10-20,按时交货,货品2,质量合格,华东,28.0,5.03,7,按时交货,华东,货品2,92,True,正常
P213151,2016-08-31,2016-10-31,按时交货,货品5,返修,泰国,1.0,101.91,8,按时交货,泰国,货品5,61,True,正常
P213155,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,4.0,31.42,8,按时交货,马来西亚,货品6,61,True,正常
P213214,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,1.0,1301.87,8,按时交货,马来西亚,货品6,61,True,正常
P213256,2016-08-31,2016-10-31,按时交货,货品6,拒货,马来西亚,1.0,69.68,8,按时交货,马来西亚,货品6,61,True,正常
P213310,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,3.0,34.79,8,按时交货,马来西亚,货品6,92,True,正常
P213332,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,1.0,187.05,8,按时交货,泰国,货品5,92,True,正常
P213332,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,1.0,187.05,8,按时交货,泰国,货品5,92,True,正常
P213366,2016-08-29,2016-10-29,按时交货,货品2,质量合格,华东,14.0,15.4,8,按时交货,华东,货品2,61,True,正常
P213366,2016-08-29,2016-10-29,按时交货,货品2,质量合格,华东,15.0,35.47,8,按时交货,华东,货品2,61,True,正常
P213423,2016-10-15,2017-1-15,按时交货,货品2,返修,华东,5300.0,1832.04,10,按时交货,华东,货品2,92,True,正常
P213423,2016-10-15,2017-1-15,按时交货,货品2,返修,华东,9500.0,3283.85,10,按时交货,华东,货品2,92,True,正常
P213435,2016-08-29,2016-10-29,晚交货,货品4,返修,西北,1.0,486.01,8,晚交货,西北,货品4,61,False,正常
P214052,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,221.0,286.29,8,按时交货,马来西亚,货品6,61,True,正常
P214052,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,269.0,758.78,8,按时交货,马来西亚,货品6,61,True,正常
P214053,2016-08-31,2016-10-31,按时交货,货品5,拒货,泰国,1.0,94.86,8,按时交货,泰国,货品5,61,True,正常
P214054,2016-09-08,2016-12-8,按时交货,货品3,质量合格,华北,4.0,125.57,9,按时交货,华北,货品3,91,True,正常
P214160,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,2.0,47.86,8,按时交货,泰国,货品5,92,True,正常
P214160,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,2.0,478.62,8,按时交货,泰国,货品5,92,True,正常
P214343,2016-08-28,2016-10-28,按时交货,货品2,质量合格,华东,1.0,184.09,8,按时交货,华东,货品2,61,True,正常
P214830,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,1.0,547.75,8,按时交货,马来西亚,货品6,92,True,正常
P214830,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,1.0,572.66,8,按时交货,马来西亚,货品6,92,True,正常
P214836,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,30.0,49.91,8,按时交货,马来西亚,货品6,61,True,正常
P214838,2016-08-31,2016-10-31,按时交货,货品5,质量合格,泰国,10.0,210.78,8,按时交货,泰国,货品5,61,True,正常
P214842,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,1.0,1046.22,7,按时交货,马来西亚,货品6,92,True,正常
P214842,2016-07-15,2016-10-15,按时交货,货品6,质量合格,马来西亚,1.0,1046.22,7,按时交货,马来西亚,货品6,92,True,正常
P214862,2016-08-31,2016-10-31,按时交货,货品5,质量合格,泰国,2.0,267.68,8,按时交货,泰国,货品5,61,True,正常
P214867,2016-07-22,2016-10-22,按时交货,货品2,拒货,华东,1.0,55.51,7,按时交货,华东,货品2,92,True,正常
P214878,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,16.0,1403.13,8,按时交货,马来西亚,货品6,61,True,正常
P214886,2016-08-31,2016-10-31,按时交货,货品6,拒货,马来西亚,1.0,37.86,8,按时交货,马来西亚,货品6,61,True,正常
P214886,2016-08-31,2016-10-31,按时交货,货品6,拒货,马来西亚,1.0,40.05,8,按时交货,马来西亚,货品6,61,True,正常
P214903,2016-08-31,2016-10-31,按时交货,货品5,质量合格,泰国,1.0,67.26,8,按时交货,泰国,货品5,61,True,正常
P214903,2016-08-31,2016-10-31,按时交货,货品5,质量合格,泰国,1.0,56.8,8,按时交货,泰国,货品5,61,True,正常
P215027,2016-08-30,2016-10-30,晚交货,货品4,返修,西北,2.0,561.97,8,晚交货,西北,货品4,61,False,正常
P215079,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,1.0,52.31,8,按时交货,马来西亚,货品6,61,True,正常
P215110,2016-08-30,2016-10-30,按时交货,货品3,拒货,华北,1.0,63.28,8,按时交货,华北,货品3,61,True,正常
P215665,2016-07-18,2016-10-18,按时交货,货品6,质量合格,马来西亚,1.0,14.96,7,按时交货,马来西亚,货品6,92,True,正常
P215672,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,1.0,1047.13,8,按时交货,马来西亚,货品6,61,True,正常
P215713,2016-09-20,2016-12-20,晚交货,货品3,质量合格,华北,1.0,3412.98,9,晚交货,华北,货品3,91,False,正常
P215719,2016-10-30,2016-12-30,按时交货,货品3,返修,华北,1.0,3412.98,10,按时交货,华北,货品3,61,True,正常
P215813,2016-08-31,2016-10-31,按时交货,货品5,质量合格,泰国,4.0,161.94,8,按时交货,泰国,货品5,61,True,正常
P215813,2016-08-31,2016-10-31,按时交货,货品5,质量合格,泰国,4.0,161.94,8,按时交货,泰国,货品5,61,True,正常
P215866,2016-08-31,2016-10-31,按时交货,货品6,拒货,马来西亚,2.0,65.49,8,按时交货,马来西亚,货品6,61,True,正常
P215916,2016-08-31,2016-10-31,按时交货,货品5,质量合格,泰国,5.0,119.67,8,按时交货,泰国,货品5,61,True,正常
P216020,2016-08-26,2016-10-26,按时交货,货品2,返修,华东,1.0,3068.51,8,按时交货,华东,货品2,61,True,正常
P216020,2016-08-26,2016-10-26,按时交货,货品2,返修,华东,1.0,639.27,8,按时交货,华东,货品2,61,True,正常
P216522,2016-09-26,2016-11-26,按时交货,货品2,返修,华东,1.0,3066.05,9,按时交货,华东,货品2,61,True,正常
P216522,2016-09-26,2016-11-26,按时交货,货品2,返修,华东,1.0,638.76,9,按时交货,华东,货品2,61,True,正常
P216532,2016-09-18,2016-12-18,按时交货,货品2,返修,华东,20.0,30.71,9,按时交货,华东,货品2,91,True,正常
P216532,2016-09-18,2016-12-18,按时交货,货品1,返修,华北,1.0,3659.5,9,按时交货,华北,货品1,91,True,正常
P216538,2016-12-30,2017-2-28,按时交货,货品1,返修,华北,1.0,3659.5,12,按时交货,华北,货品1,60,True,正常
P216538,2016-12-30,2017-2-28,按时交货,货品2,返修,华东,30.0,46.07,12,按时交货,华东,货品2,60,True,正常
P216641,2016-08-28,2016-10-28,按时交货,货品3,质量合格,华北,1.0,39.15,8,按时交货,华北,货品3,61,True,正常
P216657,2016-08-31,2016-10-31,按时交货,货品2,质量合格,华东,2.0,10.19,8,按时交货,华东,货品2,61,True,正常
P216657,2016-08-31,2016-10-31,按时交货,货品2,质量合格,华东,1.0,5.1,8,按时交货,华东,货品2,61,True,正常
P216692,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,1.0,24.66,8,按时交货,马来西亚,货品6,61,True,正常
P216694,2016-10-26,2016-12-26,按时交货,货品3,质量合格,华北,1.0,388.37,10,按时交货,华北,货品3,61,True,正常
P216774,2016-08-15,2016-11-15,按时交货,货品6,拒货,马来西亚,1.0,80.78,8,按时交货,马来西亚,货品6,92,True,正常
P216790,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,2.0,53.81,8,按时交货,泰国,货品5,92,True,正常
P216790,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,3.0,80.71,8,按时交货,泰国,货品5,92,True,正常
P217325,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,1.0,123.57,8,按时交货,马来西亚,货品6,92,True,正常
P217325,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,1.0,74.05,8,按时交货,马来西亚,货品6,92,True,正常
P217328,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,2.0,248.34,8,按时交货,泰国,货品5,92,True,正常
P217344,2016-08-15,2016-11-15,按时交货,货品6,拒货,马来西亚,5.0,51.15,8,按时交货,马来西亚,货品6,92,True,正常
P217344,2016-08-15,2016-11-15,按时交货,货品6,拒货,马来西亚,2.0,20.46,8,按时交货,马来西亚,货品6,92,True,正常
P217351,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,2.0,14.32,8,按时交货,马来西亚,货品6,92,True,正常
P217351,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,1.0,21.1,8,按时交货,马来西亚,货品6,92,True,正常
P218106,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,1.0,11.23,8,按时交货,马来西亚,货品6,92,True,正常
P218106,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,1.0,11.23,8,按时交货,马来西亚,货品6,92,True,正常
P218108,2016-08-15,2016-11-15,按时交货,货品3,拒货,华北,1.0,96.54,8,按时交货,华北,货品3,92,True,正常
P218111,2016-08-15,2016-11-15,晚交货,货品4,返修,西北,1.0,336.74,8,晚交货,西北,货品4,92,False,正常
P218111,2016-08-15,2016-11-15,晚交货,货品4,返修,西北,2.0,562.72,8,晚交货,西北,货品4,92,False,正常
P218117,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,1.0,51.18,10,按时交货,马来西亚,货品6,60,True,正常
P218132,2016-08-15,2016-11-15,按时交货,货品3,质量合格,华北,1.0,302.85,8,按时交货,华北,货品3,92,True,正常
P218141,2016-11-18,2017-2-18,按时交货,货品3,质量合格,华北,1.0,198.8,11,按时交货,华北,货品3,92,True,正常
P218141,2016-11-18,2017-2-18,按时交货,货品3,质量合格,华北,1.0,23.81,11,按时交货,华北,货品3,92,True,正常
P218150,2016-11-21,2017-2-21,按时交货,货品5,质量合格,泰国,2.0,537.24,11,按时交货,泰国,货品5,92,True,正常
P218160,2016-12-06,2017-3-6,按时交货,货品6,质量合格,马来西亚,2.0,1.95,12,按时交货,马来西亚,货品6,90,True,正常
P218160,2016-12-06,2017-3-6,按时交货,货品6,质量合格,马来西亚,2.0,1.95,12,按时交货,马来西亚,货品6,90,True,正常
P218163,2016-12-10,2017-3-10,按时交货,货品6,质量合格,马来西亚,2.0,21.85,12,按时交货,马来西亚,货品6,90,True,正常
P218163,2016-12-10,2017-3-10,按时交货,货品6,质量合格,马来西亚,2.0,21.85,12,按时交货,马来西亚,货品6,90,True,正常
P218167,2016-08-30,2016-10-30,按时交货,货品3,质量合格,华北,1.0,507.27,8,按时交货,华北,货品3,61,True,正常
P218910,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,500.0,220.95,8,按时交货,泰国,货品5,92,True,正常
P218910,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,10.0,2.55,8,按时交货,泰国,货品5,92,True,正常
P218921,2016-10-01,2016-11-30,按时交货,货品6,拒货,马来西亚,1.0,81.87,10,按时交货,马来西亚,货品6,60,True,正常
P218938,2016-08-31,2016-10-31,按时交货,货品6,拒货,马来西亚,1.0,11.54,8,按时交货,马来西亚,货品6,61,True,正常
P218938,2016-08-31,2016-10-31,按时交货,货品6,拒货,马来西亚,1.0,63.48,8,按时交货,马来西亚,货品6,61,True,正常
P218990,2016-08-30,2016-10-30,按时交货,货品3,拒货,华北,2.0,80.97,8,按时交货,华北,货品3,61,True,正常
P218997,2016-07-13,2016-10-13,晚交货,货品2,质量合格,华东,1.0,2403.81,7,晚交货,华东,货品2,92,False,正常
P219036,2016-08-08,2016-11-8,按时交货,货品2,质量合格,华东,380.0,3331.31,8,按时交货,华东,货品2,92,True,正常
P219050,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,1.0,51.01,8,按时交货,马来西亚,货品6,92,True,正常
P219101,2016-10-20,2017-1-20,按时交货,货品3,质量合格,华北,106.0,68.0,10,按时交货,华北,货品3,92,True,正常
P219101,2016-10-20,2017-1-20,按时交货,货品3,质量合格,华北,160.0,102.64,10,按时交货,华北,货品3,92,True,正常
P219148,2016-09-20,2016-12-20,按时交货,货品2,质量合格,华东,200.0,546.63,9,按时交货,华东,货品2,91,True,正常
P219733,2016-08-31,2016-10-31,按时交货,货品2,质量合格,华东,1.0,896.22,8,按时交货,华东,货品2,61,True,正常
P219744,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,1.0,1402.29,8,按时交货,马来西亚,货品6,92,True,正常
P219796,2016-08-15,2016-11-15,晚交货,货品4,返修,西北,1.0,250.17,8,晚交货,西北,货品4,92,False,正常
P219796,2016-08-15,2016-11-15,晚交货,货品4,返修,西北,1.0,250.17,8,晚交货,西北,货品4,92,False,正常
P219825,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,8.0,119.5,8,按时交货,泰国,货品5,92,True,正常
P219895,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,3.0,310.23,8,按时交货,泰国,货品5,92,True,正常
P220013,2016-08-31,2016-10-31,按时交货,货品2,质量合格,华东,1.0,31.02,8,按时交货,华东,货品2,61,True,正常
P220590,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,1.0,27.23,10,按时交货,马来西亚,货品6,60,True,正常
P220590,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,1.0,25.83,10,按时交货,马来西亚,货品6,60,True,正常
P220594,2016-09-20,2016-12-20,按时交货,货品3,质量合格,华北,1.0,2353.05,9,按时交货,华北,货品3,91,True,正常
P220594,2016-09-20,2016-12-20,按时交货,货品3,质量合格,华北,1.0,52.49,9,按时交货,华北,货品3,91,True,正常
P220595,2016-08-15,2016-11-15,晚交货,货品4,返修,西北,1.0,201.96,8,晚交货,西北,货品4,92,False,正常
P220595,2016-08-15,2016-11-15,晚交货,货品4,返修,西北,1.0,201.96,8,晚交货,西北,货品4,92,False,正常
P220599,2016-09-15,2016-12-15,按时交货,货品6,质量合格,马来西亚,2.0,38.42,9,按时交货,马来西亚,货品6,91,True,正常
P220659,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,1.0,139.59,8,按时交货,泰国,货品5,92,True,正常
P220659,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,1.0,139.59,8,按时交货,泰国,货品5,92,True,正常
P221390,2016-10-20,2017-1-20,按时交货,货品2,质量合格,华东,4.0,19.48,10,按时交货,华东,货品2,92,True,正常
P221390,2016-10-20,2017-1-20,按时交货,货品2,质量合格,华东,4.0,19.48,10,按时交货,华东,货品2,92,True,正常
P221399,2016-08-15,2016-11-15,按时交货,货品6,拒货,马来西亚,15.0,73.04,8,按时交货,马来西亚,货品6,92,True,正常
P221481,2016-09-15,2016-12-15,按时交货,货品6,质量合格,马来西亚,1.0,8.24,9,按时交货,马来西亚,货品6,91,True,正常
P221492,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,1.0,21.77,10,按时交货,马来西亚,货品6,60,True,正常
P221492,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,16.0,26.64,10,按时交货,马来西亚,货品6,60,True,正常
P221566,2016-08-30,2016-10-30,按时交货,货品3,质量合格,华北,1.0,158.48,8,按时交货,华北,货品3,61,True,正常
P221690,2016-10-12,2017-1-12,按时交货,货品2,拒货,华东,4.0,75.39,10,按时交货,华东,货品2,92,True,正常
P222314,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,1.0,29.46,10,按时交货,马来西亚,货品6,60,True,正常
P222317,2016-11-14,2017-2-14,按时交货,货品5,质量合格,泰国,1.0,296.7,11,按时交货,泰国,货品5,92,True,正常
P222318,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,2.0,117.83,8,按时交货,泰国,货品5,92,True,正常
P222353,2016-08-15,2016-11-15,按时交货,货品5,返修,泰国,1.0,34.58,8,按时交货,泰国,货品5,92,True,正常
P222353,2016-08-15,2016-11-15,按时交货,货品5,返修,泰国,1.0,67.88,8,按时交货,泰国,货品5,92,True,正常
P222374,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,1.0,6.37,10,按时交货,马来西亚,货品6,60,True,正常
P222374,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,1.0,6.37,10,按时交货,马来西亚,货品6,60,True,正常
P222384,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,2.0,19.48,10,按时交货,马来西亚,货品6,60,True,正常
P222384,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,2.0,19.48,10,按时交货,马来西亚,货品6,60,True,正常
P222413,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,16.0,1406.79,8,按时交货,马来西亚,货品6,92,True,正常
P222454,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,500.0,224.1,8,按时交货,泰国,货品5,92,True,正常
P222508,2016-08-24,2016-11-24,按时交货,货品2,质量合格,华东,1.0,9.02,8,按时交货,华东,货品2,92,True,正常
P222508,2016-08-24,2016-11-24,按时交货,货品2,质量合格,华东,1.0,9.17,8,按时交货,华东,货品2,92,True,正常
P222584,2016-12-21,2017-3-21,晚交货,货品2,返修,华东,1.0,2157.84,12,晚交货,华东,货品2,90,False,正常
P222584,2016-11-23,2017-2-23,晚交货,货品2,返修,华东,1.0,2157.84,11,晚交货,华东,货品2,92,False,正常
P223059,2016-08-19,2016-11-19,晚交货,货品2,拒货,华东,2.0,70.62,8,晚交货,华东,货品2,92,False,正常
P223062,2016-12-13,2017-3-13,晚交货,货品2,质量合格,华东,1.0,130.82,12,晚交货,华东,货品2,90,False,正常
P223063,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,1.0,25.59,8,按时交货,马来西亚,货品6,61,True,正常
P223063,2016-08-31,2016-10-31,按时交货,货品6,质量合格,马来西亚,1.0,25.59,8,按时交货,马来西亚,货品6,61,True,正常
P223076,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,10.0,14.34,10,按时交货,马来西亚,货品6,60,True,正常
P223107,2016-09-20,2016-12-20,按时交货,货品3,质量合格,华北,1.0,12.73,9,按时交货,华北,货品3,91,True,正常
P223107,2016-09-20,2016-12-20,按时交货,货品3,质量合格,华北,1.0,14.22,9,按时交货,华北,货品3,91,True,正常
P223123,2016-09-20,2016-12-20,按时交货,货品3,质量合格,华北,1.0,12.73,9,按时交货,华北,货品3,91,True,正常
P223123,2016-09-20,2016-12-20,按时交货,货品3,质量合格,华北,1.0,14.22,9,按时交货,华北,货品3,91,True,正常
P223185,2016-10-01,2016-11-30,按时交货,货品6,拒货,马来西亚,5.0,57.81,10,按时交货,马来西亚,货品6,60,True,正常
P223189,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,1.0,922.45,10,按时交货,马来西亚,货品6,60,True,正常
P223240,2016-09-06,2016-12-6,按时交货,货品2,质量合格,华东,1.0,19.09,9,按时交货,华东,货品2,91,True,正常
P223292,2016-08-20,2016-11-20,按时交货,货品3,质量合格,华北,2.0,119.17,8,按时交货,华北,货品3,92,True,正常
P223392,2016-09-30,2016-11-30,按时交货,货品2,质量合格,华东,4.0,29.29,9,按时交货,华东,货品2,61,True,正常
P223945,2016-11-20,2017-2-20,按时交货,货品3,质量合格,华北,1.0,23.82,11,按时交货,华北,货品3,92,True,正常
P223945,2016-11-20,2017-2-20,按时交货,货品3,质量合格,华北,1.0,23.82,11,按时交货,华北,货品3,92,True,正常
P223948,2016-08-18,2016-11-18,按时交货,货品3,拒货,华北,2.0,58.28,8,按时交货,华北,货品3,92,True,正常
P223959,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,300.0,234.08,8,按时交货,泰国,货品5,92,True,正常
P223959,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,200.0,149.13,8,按时交货,泰国,货品5,92,True,正常
P223976,2016-08-15,2016-11-15,按时交货,货品5,质量合格,泰国,34.0,187.59,8,按时交货,泰国,货品5,92,True,正常
P224038,2016-10-01,2016-11-30,按时交货,货品5,质量合格,泰国,5.0,130.02,10,按时交货,泰国,货品5,60,True,正常
P224039,2016-10-01,2016-11-30,按时交货,货品5,质量合格,泰国,50.0,91.48,10,按时交货,泰国,货品5,60,True,正常
P224039,2016-10-01,2016-11-30,按时交货,货品5,质量合格,泰国,50.0,29.12,10,按时交货,泰国,货品5,60,True,正常
P224044,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,11.0,36.36,8,按时交货,马来西亚,货品6,92,True,正常
P224172,2016-10-01,2016-11-30,按时交货,货品5,质量合格,泰国,1.0,121.72,10,按时交货,泰国,货品5,60,True,正常
P224205,2016-08-19,2016-11-19,按时交货,货品3,质量合格,华北,100.0,350.77,8,按时交货,华北,货品3,92,True,正常
P224784,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,2.0,49.46,10,按时交货,马来西亚,货品6,60,True,正常
P224798,2016-08-15,2016-11-15,按时交货,货品6,质量合格,马来西亚,1.0,46.13,8,按时交货,马来西亚,货品6,92,True,正常
P224901,2016-10-30,2016-12-30,按时交货,货品6,质量合格,马来西亚,3.0,45.78,10,按时交货,马来西亚,货品6,61,True,正常
P224957,2016-10-01,2016-11-30,按时交货,货品6,质量合格,马来西亚,20.0,32.38,10,按时交货,马来西亚,货品6,60,True,正常
P225099,2016-09-15,2016-12-15,按时交货,货品5,拒货,泰国,1.0,99.09,9,按时交货,泰国,货品5,91,True,正常
P225102,2016-10-12,2017-1-12,晚交货,货品2,质量合格,华东,1.0,67.46,10,晚交货,华东,货品2,92,False,正常
P225102,2016-10-12,2017-1-12,晚交货,货品2,质量合格,华东,1.0,142.42,10,晚交货,华东,货品2,92,False,正常
